pta_id,agreement_name,year,chapter_name,chapter_norm,chapter_index,article_number,article_name,word_count,hard_raw,hard_p1k,soft_raw,soft_p1k,mixed_raw,mixed_p1k,enf_raw,enf_p1k,soft_total,oblig_ratio
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 38,Packing Materials And Containers For Shipment,75,1.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 39,Claim For Preferential Tariff Treatment,201,2.0,9.950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 40,Certificate Of Origin,465,10.0,21.505376344086024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 41,Advance Rulings,77,0.0,0.0,0.0,0.0,1.0,12.987012987012989,1.0,12.987012987012989,1.0,0.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 42,Obligations Regarding Exportations,106,3.0,28.30188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 43,Request For Checking Of Certificate Of Origin,303,2.0,6.600660066006601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 44,Verification Visit,504,6.0,11.904761904761903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 45,Determination Of Origin And Preferential Tariff Treatment,413,4.0,9.685230024213075,0.0,0.0,0.0,0.0,2.0,4.842615012106537,0.0,4.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 46,Confidentiality,128,3.0,23.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 47,Penalties And Measures Against False Declaration,168,2.0,11.904761904761903,0.0,0.0,0.0,0.0,1.0,5.952380952380952,0.0,2.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 48,Miscellaneous,57,2.0,35.08771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 49,Sub-Committee On Rules Of Origin,154,3.0,19.48051948051948,0.0,0.0,0.0,0.0,1.0,6.493506493506494,0.0,3.0
20,Japan - Malaysia,2005,Rules Of Origin,Rules of Origin,3,ARTICLE 50,Operational Procedures,53,2.0,37.73584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 51,Scope,49,2.0,40.816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 52,Definitions,88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.363636363636363,0.0,0.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 53,Transparency,89,2.0,22.47191011235955,1.0,11.235955056179774,1.0,11.235955056179774,0.0,0.0,2.0,0.6666666666666666
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 54,Customs Clearance,125,2.0,16.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 55,Temporary Admission And Goods In Transit,201,4.0,19.90049751243781,0.0,0.0,1.0,4.975124378109452,0.0,0.0,1.0,2.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 56,Co-Operation And Exchange Of Information,34,2.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 57,Capacity Building,24,1.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 58,Sub-Committee On Customs Procedures,122,3.0,24.59016393442623,0.0,0.0,0.0,0.0,1.0,8.196721311475411,0.0,3.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 59,Scope And Objectives,198,4.0,20.202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 60,Reaffirmation Of Rights And Obligations,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 61,Technical Regulations,156,3.0,19.230769230769234,1.0,6.41025641025641,0.0,0.0,0.0,0.0,1.0,1.5
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 62,Acceptance Of Results Of Conformity Assessment Procedures,127,2.0,15.748031496062993,0.0,0.0,0.0,0.0,1.0,7.874015748031496,0.0,2.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 63,Mutual Recognition Arrangements,182,3.0,16.483516483516485,1.0,5.4945054945054945,0.0,0.0,0.0,0.0,1.0,1.5
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 64,Co-Operation,121,2.0,16.528925619834713,0.0,0.0,0.0,0.0,1.0,8.264462809917356,0.0,2.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 65,"Sub-Committee On Technical Regulations, Standards And Conformity Assessment Procedures",228,4.0,17.543859649122805,0.0,0.0,0.0,0.0,1.0,4.385964912280701,0.0,4.0
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 66,Enquiry Points,46,1.0,21.73913043478261,1.0,21.73913043478261,0.0,0.0,0.0,0.0,1.0,0.5
20,Japan - Malaysia,2005,"Technical Regulations, Standards And Conformity Assessment Procedures",TBT & SPS,5,ARTICLE 67,Non-Application Of Chapter 13,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,66.66666666666667,0.0,1.0
20,Japan - Malaysia,2005,Sanitary And Phytosanitary Measures,TBT & SPS,6,ARTICLE 68,Scope,34,1.0,29.41176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Sanitary And Phytosanitary Measures,TBT & SPS,6,ARTICLE 69,Reaffirmation Of Rights And Obligations,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Japan - Malaysia,2005,Sanitary And Phytosanitary Measures,TBT & SPS,6,ARTICLE 70,Sub-Committee On Sanitary And Phytosanitary Measures,288,4.0,13.888888888888888,0.0,0.0,1.0,3.472222222222222,1.0,3.472222222222222,1.0,2.0
20,Japan - Malaysia,2005,Sanitary And Phytosanitary Measures,TBT & SPS,6,ARTICLE 71,Enquiry Points,35,1.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Sanitary And Phytosanitary Measures,TBT & SPS,6,ARTICLE 72,Non-Application Of Chapter 13,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,66.66666666666667,0.0,1.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 73,Scope,145,4.0,27.586206896551722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 74,Definitions,716,1.0,1.3966480446927374,2.0,2.793296089385475,0.0,0.0,0.0,0.0,2.0,0.3333333333333333
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 75,National Treatment,133,2.0,15.037593984962406,0.0,0.0,0.0,0.0,1.0,7.518796992481203,0.0,2.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 76,Most-Favoured-Nation Treatment,40,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 77,General Treatment,21,1.0,47.61904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 78,Access To The Courts Of Justice,77,2.0,25.974025974025977,0.0,0.0,0.0,0.0,1.0,12.987012987012989,0.0,2.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 79,Prohibition Of Performance Requirements,104,1.0,9.615384615384617,0.0,0.0,0.0,0.0,3.0,28.846153846153847,0.0,1.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 80,Reservations And Exceptions,803,10.0,12.453300124533001,2.0,2.4906600249066004,1.0,1.2453300124533002,1.0,1.2453300124533002,3.0,2.5
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 81,Expropriation And Compensation,212,7.0,33.0188679245283,0.0,0.0,0.0,0.0,3.0,14.150943396226415,0.0,7.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 82,Protection From Strife,111,2.0,18.01801801801802,0.0,0.0,0.0,0.0,1.0,9.00900900900901,0.0,2.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 83,Transfers,303,4.0,13.201320132013201,0.0,0.0,0.0,0.0,3.0,9.900990099009901,0.0,4.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 84,Subrogation,148,2.0,13.513513513513514,1.0,6.756756756756757,0.0,0.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 85,Settlement Of Investment Disputes Between A Country And An Investor Of The Other Country,1389,24.0,17.278617710583156,0.0,0.0,0.0,0.0,78.0,56.15550755939525,0.0,24.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 86,Facilitation Of Movement Of Investors,239,2.0,8.368200836820083,2.0,8.368200836820083,1.0,4.184100418410042,0.0,0.0,3.0,0.5
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 87,General And Security Exceptions,61,1.0,16.393442622950822,1.0,16.393442622950822,0.0,0.0,0.0,0.0,1.0,0.5
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 88,Temporary Safeguard Measures,190,6.0,31.578947368421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 89,Prudential Measures,89,2.0,22.47191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 90,Environmental Measures,17,1.0,58.8235294117647,1.0,58.8235294117647,0.0,0.0,0.0,0.0,1.0,0.5
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 91,Denial Of Benefits,164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.097560975609756,0.0,0.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 92,Co-Operation In Promotion And Facilitation Of Investments,89,2.0,22.47191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Investment,Investment,7,ARTICLE 93,Sub-Committee On Investment,172,3.0,17.441860465116278,0.0,0.0,0.0,0.0,1.0,5.813953488372093,0.0,3.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 94,Scope And Coverage,290,6.0,20.689655172413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 95,Definitions,1165,4.0,3.433476394849785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 96,Market Access,412,4.0,9.70873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 97,National Treatment,226,4.0,17.699115044247787,0.0,0.0,0.0,0.0,1.0,4.424778761061947,0.0,4.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 98,Additional Commitments,45,1.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 99,Schedule Of Specific Commitments,194,6.0,30.927835051546392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 100,Modification Of Schedules,115,3.0,26.08695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 101,Most-Favoured-Nation Treatment,152,3.0,19.736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 102,"Authorisation, Licensing Or Qualification",90,0.0,0.0,0.0,0.0,1.0,11.11111111111111,0.0,0.0,1.0,0.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 103,Mutual Recognition,186,2.0,10.752688172043012,1.0,5.376344086021506,0.0,0.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 104,Transparency,138,4.0,28.985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 105,Monopolies And Exclusive Service Suppliers,145,3.0,20.689655172413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 106,Emergency Safeguard Measures,120,2.0,16.666666666666668,0.0,0.0,1.0,8.333333333333334,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 107,Payments And Transfers,122,3.0,24.59016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 108,Restrictions To Safeguard The Balance Of Payments,201,7.0,34.82587064676617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 109,Denial Of Benefits,94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.638297872340425,0.0,0.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 110,Sub-Committee On Trade In Services,244,6.0,24.59016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Trade In Services,Trade in Services,8,ARTICLE 111,Review Of Commitments,69,1.0,14.492753623188406,0.0,0.0,1.0,14.492753623188406,0.0,0.0,1.0,0.5
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 112,General Provisions,150,2.0,13.333333333333334,0.0,0.0,0.0,0.0,2.0,13.333333333333334,0.0,2.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 113,Definitions,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 114,National Treatment,131,3.0,22.900763358778626,0.0,0.0,0.0,0.0,1.0,7.633587786259541,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 115,Most-Favoured-Nation Treatment,80,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 116,Streamlining And Harmonisation Of Procedural Matters,87,3.0,34.48275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 117,Transparency,161,1.0,6.211180124223602,0.0,0.0,0.0,0.0,2.0,12.422360248447204,0.0,1.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 118,Promotion Of Public Awareness Concerning Protection Of Intellectual Property,36,1.0,27.777777777777775,0.0,0.0,0.0,0.0,1.0,27.777777777777775,0.0,1.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 119,Patents,217,6.0,27.64976958525346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 120,Industrial Designs,153,4.0,26.143790849673202,0.0,0.0,1.0,6.5359477124183005,0.0,0.0,1.0,2.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 121,Trademarks For Goods And Services,145,3.0,20.689655172413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 122,Copyright And Related Rights,194,3.0,15.463917525773196,0.0,0.0,0.0,0.0,1.0,5.154639175257732,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 123,New Plant Varieties,77,2.0,25.974025974025977,1.0,12.987012987012989,0.0,0.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 124,Unfair Competition,332,5.0,15.060240963855422,0.0,0.0,0.0,0.0,2.0,6.024096385542169,0.0,5.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 125,Enforcement – Border Measures,145,3.0,20.689655172413794,0.0,0.0,0.0,0.0,2.0,13.793103448275861,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 126,Enforcement – Civil Remedies,56,1.0,17.857142857142858,0.0,0.0,0.0,0.0,1.0,17.857142857142858,0.0,1.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 127,Enforcement – Criminal Remedies,57,2.0,35.08771929824561,2.0,35.08771929824561,0.0,0.0,0.0,0.0,2.0,0.6666666666666666
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 128,Co-Operation,100,4.0,40.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 129,Sub-Committee On Intellectual Property,217,3.0,13.82488479262673,0.0,0.0,0.0,0.0,2.0,9.216589861751151,0.0,3.0
20,Japan - Malaysia,2005,Intellectual Property,Intellectual Property,9,ARTICLE 130,Security Exceptions,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Japan - Malaysia,2005,Controlling Anti-Competitive Activities,Other — Controlling Anti-Competitive Activities,10,ARTICLE 131,Measures Against Anti-Competitive Activities,49,2.0,40.816326530612244,1.0,20.408163265306122,0.0,0.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Controlling Anti-Competitive Activities,Other — Controlling Anti-Competitive Activities,10,ARTICLE 132,Co-Operation On Controlling Anti-Competitive Activities,43,2.0,46.51162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Controlling Anti-Competitive Activities,Other — Controlling Anti-Competitive Activities,10,ARTICLE 133,Non-Application Of Chapter 13,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,66.66666666666667,0.0,1.0
20,Japan - Malaysia,2005,Improvement Of Business Environment,Environment,11,ARTICLE 134,Basic Principles,123,3.0,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Improvement Of Business Environment,Environment,11,ARTICLE 135,Sub-Committee On Improvement Of Business Environment,281,3.0,10.676156583629894,0.0,0.0,0.0,0.0,3.0,10.676156583629894,0.0,3.0
20,Japan - Malaysia,2005,Improvement Of Business Environment,Environment,11,ARTICLE 136,Recommendations From The Sub-Committee,17,1.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Improvement Of Business Environment,Environment,11,ARTICLE 137,Liaison Office On Improvement Of Business Environment,34,2.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Improvement Of Business Environment,Environment,11,ARTICLE 138,Non-Application Of Chapter 13,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,66.66666666666667,0.0,1.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 139,Basic Principles,113,2.0,17.699115044247787,1.0,8.849557522123893,0.0,0.0,0.0,0.0,1.0,1.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 140,Fields Of Co-Operation,51,1.0,19.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 141,Areas And Forms Of Co-Operation,16,1.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 142,Costs Of Co-Operation,47,2.0,42.5531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 143,Sub-Committee On Co-Operation,294,5.0,17.006802721088437,0.0,0.0,0.0,0.0,1.0,3.401360544217687,0.0,5.0
20,Japan - Malaysia,2005,Co-Operation,Other — Co-Operation,12,ARTICLE 144,Non-Application Of Chapter 13,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,66.66666666666667,0.0,1.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 145,Scope,133,4.0,30.075187969924812,0.0,0.0,0.0,0.0,6.0,45.11278195488722,0.0,4.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 146,Consultations,166,4.0,24.096385542168676,0.0,0.0,1.0,6.024096385542169,7.0,42.16867469879518,1.0,2.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 147,"Good Offices, Conciliation Or Mediation",93,1.0,10.752688172043012,0.0,0.0,0.0,0.0,2.0,21.505376344086024,0.0,1.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 148,Establishment Of Arbitral Tribunals,430,7.0,16.27906976744186,1.0,2.3255813953488373,0.0,0.0,33.0,76.74418604651163,1.0,3.5
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 149,Functions Of Arbitral Tribunals,248,5.0,20.161290322580644,1.0,4.032258064516129,0.0,0.0,20.0,80.64516129032258,1.0,2.5
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 150,Proceedings Of Arbitral Tribunals,416,12.0,28.846153846153847,0.0,0.0,0.0,0.0,28.0,67.3076923076923,0.0,12.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 151,Suspension And Termination Of Proceedings,144,3.0,20.833333333333332,0.0,0.0,0.0,0.0,15.0,104.16666666666667,0.0,3.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 152,Implementation Of Award,707,9.0,12.72984441301273,0.0,0.0,0.0,0.0,45.0,63.649222065063654,0.0,9.0
20,Japan - Malaysia,2005,Dispute Settlement,Dispute Settlement,13,ARTICLE 153,Expenses,26,1.0,38.46153846153847,0.0,0.0,0.0,0.0,3.0,115.38461538461539,0.0,1.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 154,Table Of Contents And Headings,31,1.0,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 155,General Review,42,1.0,23.809523809523807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 156,Annexes And Notes,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 157,Amendment,90,3.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 158,Entry Into Force,55,2.0,36.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,Japan - Malaysia,2005,Final Provisions,Administrative & Final,14,ARTICLE 159,Termination,94,1.0,10.638297872340425,0.0,0.0,0.0,0.0,2.0,21.27659574468085,0.0,1.0
20,Japan - Malaysia,2005,Conclusion,Other — Conclusion,15,,,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Jordan - Singapore,2004,Preamble,Preamble & Objectives,0,,,232,0.0,0.0,1.0,4.310344827586206,0.0,0.0,0.0,0.0,1.0,0.0
21,Jordan - Singapore,2004,Establishment Of A Free Trade Area,Other — Establishment Of A Free Trade Area,1,ARTICLE 1.1,Establishment Of A Free Trade Area,132,1.0,7.575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.1,National Treatment,44,2.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.2,Elimination Of Duties,245,5.0,20.408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.3,Customs Value,37,1.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.4,Transparency,78,2.0,25.64102564102564,0.0,0.0,0.0,0.0,1.0,12.82051282051282,0.0,2.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.5,Non-Tariff Measures,82,2.0,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.6,Subsidies And Countervailing Measures,37,1.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.7,Safeguard Measures,1610,30.0,18.633540372670808,2.0,1.2422360248447206,0.0,0.0,15.0,9.316770186335404,2.0,10.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.8,Anti-Dumping Measures,560,15.0,26.785714285714285,2.0,3.571428571428571,0.0,0.0,1.0,1.7857142857142856,2.0,5.0
21,Jordan - Singapore,2004,Trade In Goods,Trade in Goods,2,ARTICLE 2.9,Restrictions To Safeguard The Balance Of Payments,34,1.0,29.41176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
